Sentence,Label
"Birds of prey are highly represented, though some nations have chosen other species of birds with parrots being popular among smaller, tropical nations.",0
"Cats have relatively few taste buds compared to humans (470 or so versus more than 9,000 on the human tongue).",1
Significant dog bites affect tens of millions of people globally each year.,0
Hamsters can be described as nocturnal or crepuscular (active mostly at dawn and dusk).,0
"Plants and pollinating birds often coevolve, and in some cases a flower's primary pollinator is the only species capable of reaching its nectar.Birds are often important to island ecology.",0
"About 120 to 130 species have become extinct due to human activity since the 17th century, and hundreds more before then.",0
"This use has been outlawed in the United States since 2000 and in the European Union (as well as the United Kingdom) since 2007.Cat pelts have been used for superstitious purposes as part of the practice of witchcraft, and are still made into blankets in Switzerland as traditional medicine thought to cure rheumatism.",1
Moulting patterns vary across species.,0
Between these territories are neutral areas where cats watch and greet one another without territorial conflicts.,1
"Female birds have sperm storage tubules that allow sperm to remain viable long after copulation, a hundred days in some species.",0
"For example, when in a pet dog's presence, people show reductions in cardiovascular, behavioral and psychological indicators of anxiety.",0
Birds play prominent and diverse roles in religion and mythology.,0
"Cricetulus migratorius was their next closest relative, and Tscherskia was basal.",0
"Hamsters are more crepuscular than nocturnal and, in the wild, remain underground during the day to avoid being caught by predators.",0
"Other types of working dogs include search and rescue dogs, detection dogs trained to detect illicit drugs or chemical weapons; guard dogs; dogs who assist fishermen with the use of nets; and dogs that pull loads.",0
"Northern Sámi gáđfi, 'female stoat', and Hungarian hölgy, 'lady, female stoat'; from Proto-Uralic *käďwä, 'female (of a furred animal)'.The English puss, extended as pussy and pussycat, is attested from the 16th century and may have been introduced from Dutch poes or from Low German puuskatte, related to Swedish kattepus, or Norwegian pus, pusekatt.",1
The remaining genera of hamsters formed a third major clade.,0
"Scientists therefore assume that African wildcats were attracted to early human settlements in the Fertile Crescent by rodents, in particular the house mouse (Mus musculus), and were tamed by Neolithic farmers.",1
"Some species, especially of arid zones, belonging to the pigeon, finch, mousebird, button-quail and bustard families are capable of sucking up water without the need to tilt back their heads.",0
"Species T. triton—greater long-tailed hamster, also called Korean hamster",0
Most breeds are founded on random-bred domestic cats.,1
"Sora – Searchable online research archive; Archives of the following ornithological journals The Auk, Condor, Journal of Field Ornithology', North American Bird Bander, Studies in Avian Biology, Pacific Coast Avifauna, and the Wilson Bulletin.",0
"Another difference is that for rabbits, all of their teeth continue to grow, where as for most rodents, only their incisors continue to grow.",0
"In addition to being at risk of disease from common pathogens such as Bordetella bronchiseptica and Escherichia coli, rabbits can contract the virulent, species-specific viruses RHD (""rabbit hemorrhagic disease"", a form of calicivirus) or myxomatosis.",0
"He is reported to have photographed 90,000 cats during his career and maintained an archive of 225,000 images that he drew from for publications during his lifetime.",1
"A raised tail indicates a friendly greeting, and flattened ears indicate hostility.",1
"Flamingos, three species of prion, and some ducks are filter feeders.",0
"Other health benefits are gained from exposure to immune-stimulating microorganisms, which can protect against allergies and autoimmune diseases according to the hygiene hypothesis.",0
One route was an Antarctic interchange in the Paleogene.,0
"Two species of hamster belonging to the genus Phodopus, Campbell's dwarf hamster (P. campbelli) and the Djungarian hamster (P. sungorus), and two of the genus Cricetulus, the Chinese striped hamster (C. barabensis) and the Chinese hamster (C. griseus) have a dark stripe down their heads to their tails.",0
Gerbil,0
"Likewise, birds are considered reptiles in the modern cladistic sense of the term, and their closest living relatives are the crocodilians.",0
Cambridge: Cambridge University Press.,0
It is a common misconception (or perhaps an urban legend) that the test-rabbit would die if the woman was pregnant.,0
Taxonomy,0
"In Early Modern English, the word kitten was interchangeable with the now-obsolete word catling.A group of cats can be referred to as a clowder or a glaring.",1
"The encounter lasts only 20–40 seconds and after, the male will throw himself backwards off the female.The rabbit gestation period is short and ranges from 28 to 36 days with an average period of 31 days.",0
Ninety-five per cent of bird species are socially monogamous.,0
It lives on small islands with no human inhabitants.,1
Wozencraft referred to the mtDNA study as one of the guides informing his decision.,0
"Some birds have been perceived as monsters, including the mythological Roc and the Māori's legendary Pouākai, a giant bird capable of snatching humans.",0
"When the fifth of sixth primary is replaced, the outermost tertiaries begin to drop.",0
"Some bird species have no nests; the cliff-nesting common guillemot lays its eggs on bare rock, and male emperor penguins keep eggs between their body and feet.",0
"The virus was developed in Spain, and is beneficial to rabbit farmers.",0
Fights for mating rights are typically more severe and injuries may include deep puncture wounds and lacerations.,1
"Some brood parasites are adapted to hatch before their host's young, which allows them to destroy the host's eggs by pushing them out of the nest or to kill the host's chicks; this ensures that all food brought to the nest will be fed to the parasitic chicks.",0
"The affinities of an earlier fossil, the possible galliform Austinornis lentus, dated to about 85 million years ago, are still too controversial to provide a fossil evidence of modern bird diversification.",0
Ecology,0
"Colonial breeders defend small nesting sites, and competition between and within species for nesting sites can be intense.All birds lay amniotic eggs with hard shells made mostly of calcium carbonate.",0
"However, a 2015 estimate that used a new method for calibrating molecular clocks confirmed that while modern birds originated early in the Late Cretaceous, likely in Western Gondwana, a pulse of diversification in all major groups occurred around the Cretaceous–Palaeogene extinction event.",0
"Lederer, Roger; Carol Burr (2014).",0
"With its reputation as a prolific breeder, the rabbit juxtaposes sexuality with innocence, as in the Playboy Bunny.",0
Many of these early avialans shared unusual anatomical features that may be ancestral to modern birds but were later lost during bird evolution.,0
"It is commonly kept as a house pet and farm cat, but also ranges freely as a feral cat avoiding human contact.",1
"They have thick, silky fur, which can be long or short, colored black, grey, honey, white, brown, yellow, red, or a mix, depending on the species.",0
"A rabbit's foot may be carried as an amulet, believed to bring protection and good luck.",0
"Among many socially monogamous species, extra-pair copulation (infidelity) is common.",0
"Some species of hornbills have a mutualistic relationship with dwarf mongooses, in which they forage together and warn each other of nearby birds of prey and other predators.",0
"After the innermost tertiaries are moulted, the secondaries starting from the innermost begin to drop and this proceeds to the outer feathers (centrifugal moult).",0
Syrian hamsters dig their burrows generally at a depth of 70 cm (2.3 ft).,0
External links,1
"When full, the cheeks can make their heads double, or even triple in size.",0
"Carl Linnaeus originally grouped rabbits and rodents under the class Glires; later, they were separated as the scientific consensus is that many of their similarities were a result of convergent evolution.",0
"Normally, serious injuries from fighting are limited to infections of scratches and bites, though these can occasionally kill cats if untreated.",1
"The bronchi branch into bronchioles, into respiratory bronchioles, and ultimately terminate at the alveolar ducts.",0
Aves can mean all archosaurs closer to birds than to crocodiles (alternately Avemetatarsalia),0
"On the other hand, the occurrence of Asteriornis in the Northern Hemisphere suggest that Neornithes dispersed out of East Gondwana before the Paleocene.",0
"Like most land mammals, the round head of the femur articulates with the acetabulum of the os coxae.",0
The results of another study suggest Cricetulus kamensis (and presumably the related C. alticola) might belong to either this Phodopus group or hold a similar basal position.,0
"At the time of their hatching, chicks range in development from helpless to independent, depending on their species.",0
"Many groups retained primitive characteristics, such as clawed wings and teeth, though the latter were lost independently in a number of avialan groups, including modern birds (Aves).",0
Phodopus group,0
HarperCollins (2021).,0
Hamsters have poor eyesight; they are nearsighted and colorblind.,0
"In 2016, a study found that only 11 fixed genes showed variation between wolves and dogs.",0
The cat is digitigrade.,1
The classification of birds is a contentious issue.,0
"In redirected aggression there is usually something that agitates the cat: this could be a sight, sound, or another source of stimuli which causes a heightened level of anxiety or arousal.",1
"A cat always rights itself in the same way during a fall, if it has enough time to do so, which is the case in falls of 90 cm (3.0 ft) or more.",1
External links,0
"Birds have various adaptations for flight, including a lightweight skeleton, two large flight muscles, the pectoralis (which accounts for 15% of the total mass of the bird) and the supracoracoideus, as well as a modified forelimb (wing) that serves as an aerofoil.Wing shape and size generally determine a bird's flight style and performance; many birds combine powered, flapping flight with less energy-intensive soaring flight.",0
"Avestan: hamaēstar ""oppressor"").",0
"The skull, body, and limb proportions vary significantly between breeds, with dogs displaying more phenotypic diversity than can be found within the entire order of carnivores.",0
Resting and roosting,0
Recent advances in archaeology and genetics have shown that the domestication of the cat occurred in the Near East around 7500 BC.,1
Dogs are the most variable mammal on earth with around 450 globally recognized dog breeds.,0
"In some species, other members of the same species—usually close relatives of the breeding pair, such as offspring from previous broods—will help with the raising of the young.",0
"The earliest remains generally accepted to be those of a domesticated dog were discovered in Bonn-Oberkassel, Germany.",0
"With its widespread effect on ecologies and cultures, in many areas of the world, the rabbit is a part of daily life – as food, clothing, a companion, and a source of artistic inspiration.",0
— University of California Museum of Paleontology.,0
Wildcats of Egypt contributed to the maternal gene pool of the domestic cat at a later time.The earliest known evidence for the occurrence of the domestic cat in Greece dates to around 1200 BC.,1
Rabbits have been a source of environmental problems when introduced into the wild by humans.,0
"The Leydig cells produce testosterone, which maintains libido and creates secondary sex characteristics such as the genital tubercle and penis.",0
"Lepus species are precocial, born relatively mature and mobile with hair and good vision, while rabbit species are altricial, born hairless and blind.",0
"Although territory and nest site defence, incubation, and chick feeding are often shared tasks, there is sometimes a division of labour in which one mate undertakes all or most of a particular duty.The point at which chicks fledge varies dramatically.",0
Hypercarnivory became increasingly less common while braincases enlarged and forelimbs became longer.,0
"These muscles play off of one another in the same way as the plantar flexors and dorsiflexors, contributing to the generation and actions associated with force.",0
"DNA sequences show that all ancient and modern dogs share a common ancestry and descended from an ancient, extinct wolf population which was distinct from the modern wolf lineage.The dog is a classic example of a domestic animal that likely travelled a commensal pathway into domestication.",0
"In music, birdsong has influenced composers and musicians in several ways: they can be inspired by birdsong; they can intentionally imitate bird song in a composition, as Vivaldi, Messiaen, and Beethoven did, along with many later composers; they can incorporate recordings of birds into their works, as Ottorino Respighi first did; or like Beatrice Harrison and David Rothenberg, they can duet with birds.A 2023 archaeological excavation of a 10000-year-old site in Israel yielded hollow wing bones of coots and ducks with perforations made on the side that are thought to have allowed them to be used as flutes or whistles possibly used by Natufian people to lure birds of prey.",0
Those species that seek pest insects are considered beneficial 'biological control agents' and their presence encouraged in biological pest control programmes.,0
"Male birds have two Z chromosomes (ZZ), and female birds have a W chromosome and a Z chromosome (WZ).",0
Genus Nothocricetulus - grey dwarf hamster,0
"Svensson, Lars (2010).",0
"In parts of North America, the presence of larger carnivores such as coyotes which prey on cats and other small predators reduces the effect of predation by cats and other small predators such as opossums and raccoons on bird numbers and variety.Perhaps the best-known element of cats' hunting behavior, which is commonly misunderstood and often appalls cat owners because it looks like torture, is that cats often appear to ""play"" with prey by releasing and recapturing it.",1
"Although pet hamsters can survive on a diet of exclusively commercial hamster food, other items, such as vegetables, fruits, seeds, and nuts, can be given.",0
"The soft coat of the wild rabbit is agouti in coloration (or, rarely, melanistic), which aids in camouflage.",0
Oxford University Press.,0
"Many birds glean for insects, invertebrates, fruit, or seeds.",0
"Avialae, initially proposed to replace the traditional fossil content of Aves, is often used synonymously with the vernacular term ""bird"" by these researchers.",0
"When it overpowers its prey, a cat delivers a lethal neck bite with its two long canine teeth, inserting them between two of the prey's vertebrae and severing its spinal cord, causing irreversible paralysis and death.",1
"As a result of this physical and social evolution, dogs have acquired the ability to understand and communicate with humans more than any other species and they are uniquely attuned to human behaviors.",0
Hunting and feeding,1
As the arterioles move away from the heart and into individual organs and tissues they are further divided to increase surface area and slow blood flow.,0
Modern birds would have expanded from West Gondwana through two routes.,0
Dog feces can also contain hookworms that cause cutaneous larva migrans in humans.,0
"In passerines, flight feathers are replaced one at a time with the innermost primary being the first.",0
"He is reported to have loved cats so much, ""he would do without his cloak rather than disturb one that was sleeping on it"".",1
"These traits include their small size, social nature, obvious body language, love of play, and high intelligence.",1
Birds feature in the flag designs of 17 countries and numerous subnational entities and territories.,0
Genus Cansumys,0
"In China, rabbit meat is particularly popular in Sichuan cuisine, with its stewed rabbit, spicy diced rabbit, BBQ-style rabbit, and even spicy rabbit heads, which have been compared to spicy duck neck.",0
"Combined, insectivorous birds eat 400–500 million metric tons of arthropods annually.Nectar feeders such as hummingbirds, sunbirds, lories, and lorikeets amongst others have specially adapted brushy tongues and in many cases bills designed to fit co-adapted flowers.",0
Disease,1
"A dog's senses include vision, hearing, smell, taste, touch.",0
"This process is carried out by the pinnae, which takes up most of the rabbit's body surface and contain a vascular network and arteriovenous shunts.",0
"Some also develop odd eating habits and like to eat or chew on things like wool, plastic, cables, paper, string, aluminum foil, or even coal.",1
"In nearly all cases, the cat cannot be identified as the sole cause for reducing the numbers of island birds, and in some instances, eradication of cats has caused a ""mesopredator release"" effect; where the suppression of top carnivores creates an abundance of smaller predators that cause a severe decline in their shared prey.",1
"The male rabbits developed dewlaps, which then gradually disappeared once administration had ceased.",0
"The nasal cavity itself is separated into a left and right side by a cartilage barrier, and it is covered in fine hairs that trap dust before it can enter the respiratory tract.",0
"Lapping at a rate of four times a second, the cat touches the smooth tip of its tongue to the surface of the water, and quickly retracts it like a corkscrew, drawing water upward.Feral cats and free-fed house cats consume several small meals in a day.",1
"Jacques Gauthier, who named Avialae in 1986, re-defined it in 2001 as all dinosaurs that possessed feathered wings used in flapping flight, and the birds that descended from them.Despite being currently one of the most widely used, the crown-group definition of Aves has been criticised by some researchers.",0
"At the peak of the cycle, females will become estrous, mentally and physically receptive to copulation.",0
"Hamsters are typically stout-bodied, with tails shorter than body length, and have small, furry ears, short, stocky legs, and wide feet.",0
References,0
"Data of the genome of Canis lupus familiaris, via NCBI",0
"The domestic dog: its evolution, behaviour, and interactions with people.",0
Feral cats are domestic cats that were born in or have reverted to a wild state.,1
"In many countries, they are believed to have nine lives, but in Italy, Germany, Greece, Brazil and some Spanish-speaking regions, they are said to have seven lives, while in Arabic traditions, the number of lives is six.",1
"To provide space for the heart, the left cranial lobe of the lungs is significantly smaller than that of the right.",0
"Although some hunting, such as that of muttonbirds, may be sustainable, hunting has led to the extinction or endangerment of dozens of species.Other commercially valuable products from birds include feathers (especially the down of geese and ducks), which are used as insulation in clothing and bedding, and seabird faeces (guano), which is a valuable source of phosphorus and nitrogen.",0
"Their analysis included all four species, with M. auratus and M. raddei forming one subclade and M. brandti and M. newtoni another.",0
"Although flightless, penguins use similar musculature and movements to ""fly"" through the water, as do some flight-capable birds such as auks, shearwaters and dippers.",0
"All healthy dogs, regardless of their size and type, have an identical skeletal structure with the exception of the number of bones in the tail, although there is significant skeletal variation between dogs of different types.",0
After the hamsters reach three weeks of age they are considered mature.,0
"Species C. griseus—Chinese (dwarf) hamster, also called rat hamster",0
"National Geographic Field Guide to Birds of North America, National Geographic, 7th edition, 2017.",0
Birds have a very efficient system for diffusing oxygen into the blood; birds have a ten times greater surface area to gas exchange volume than mammals.,0
"According to Norman Davies, the assembled people ""shrieked with laughter as the animals, howling with pain, were singed, roasted, and finally carbonized"".",1
"It was long thought that the domestication of the cat began in ancient Egypt, where cats were venerated from around 3100 BC,",1
"Hares are generally larger than rabbits, with ears that are more elongated, and with hind legs that are larger and longer.",0
A behaviour termed as anting in which the bird encourages ants to run through their plumage is also thought to help them reduce the ectoparasite load in feathers.,0
"The arteries are composed of thick elastic muscles to withstand the pressure of the ventricular contractions, and become more rigid as they move away from the heart.",0
Respiratory system,0
"From there, the bronchi split into progressively more narrow and numerous branches.",0
"Once the blood has become deoxygenated, it travels through venules then veins and back to the heart.",0
Avian foraging strategies can vary widely by species.,0
The diaphragm is a muscular structure that lies caudal to the lungs and contracts to facilitate respiration.,0
"Canis is the Latin word meaning ""dog"", and under this genus, he listed the domestic dog, the wolf, and the golden jackal.",0
"This material, as well as the output of the intestines, emerges from the bird's cloaca.",0
Interaction with humans,1
"In the wild, the burrow buffers extreme ambient temperatures, offers relatively stable climatic conditions, and protects against predators.",0
"This, however, was later proven to not be the case.",0
"In one case McCartney-Francis et al., 1984 discover a unique additional disulfide bond between Cys 80 in Vκ and Cys 171 in Cκ.",0
"Aircraft, particularly military aircraft, are frequently named after birds.",0
"The earliest breeds were important sources of meat, and so became larger than wild rabbits, but domestic rabbits in modern times range in size from dwarf to giant.",0
Many birds actively defend a territory from others of the same species during the breeding season; maintenance of territories protects the food source for their chicks.,0
The anatomy of rabbits' hind limbs is structurally similar to that of other land mammals and contributes to their specialized form of locomotion.,0
"The arrangement and appearance of feathers on the body, called plumage, may vary within species by age, social status, and sex.Plumage is regularly moulted; the standard plumage of a bird that has moulted after breeding is known as the ""non-breeding"" plumage, or—in the Humphrey–Parkes terminology—""basic"" plumage; breeding plumages or variations of the basic plumage are known under the Humphrey–Parkes system as ""alternate"" plumages.",0
"Aves and a sister group, the order Crocodilia, contain the only living representatives of the reptile clade Archosauria.",0
"Following the Sui and Tang dynasties of the first millennium, however, people living on northern China's plains began to eschew eating dogs, which is likely due to Buddhism and Islam's spread, two religions that forbade the consumption of certain animals, including the dog.",0
"Being myogenic, the heart's pace is maintained by pacemaker cells found in the sinoatrial node, located on the right atrium.The sinoatrial node uses calcium to cause a depolarising signal transduction pathway from the atrium through right and left atrioventricular bundle which communicates contraction to the ventricles.",0
"This response is also produced by other plants, such as silver vine (Actinidia polygama) and the herb valerian; it may be caused by the smell of these plants mimicking a pheromone and stimulating cats' social or sexual behaviors.",1
"Such alloparenting is particularly common among the Corvida, which includes such birds as the true crows, Australian magpie and fairy-wrens, but has been observed in species as different as the rifleman and red kite.",0
"In heraldry, birds, especially eagles, often appear in coats of arms In vexillology, birds are a popular choice on flags.",0
"Today the plants of New Zealand retain the defensive adaptations evolved to protect them from the extinct moa.Many birds act as ecosystem engineers through the construction of nests, which provide important microhabitats and food for hundreds of species of invertebrates.",0
"In the 1920s, Oswald the Lucky Rabbit was a popular cartoon character.",0
"Spayed female dogs are less likely to develop cancers affecting the mammary glands, ovaries, and other reproductive organs.",0
This adaptation is also known from marine mammals.,0
"Once the blood reaches the heart, it moves first into the right atrium, then the right ventricle to be pumped through the lungs for further gas exchange of carbon dioxide waste for oxygen.",0
"At 148 hours, early blastocysts form.",1
"They are also native to southwestern Europe, Southeast Asia, Sumatra, some islands of Japan, and in parts of Africa and South America.",0
"In general, inbreeding is avoided because it leads to a reduction in progeny fitness (inbreeding depression) due largely to the homozygous expression of deleterious recessive alleles.",0
ISBN 9781426218354,0
Three novel microsatellite markers linked to ASIP were isolated from a domestic cat BAC clone containing this gene and were used to perform linkage analysis in a pedigree of 89 domestic cats that segregated for melanism.,1
"This behavior may be a way for cats to practice the skills needed for real combat, and might also reduce any fear they associate with launching attacks on other animals.Cats also tend to play with toys more when they are hungry.",1
The two uterine horns communicate to two cervixes and forms one vaginal canal.,0
Humans who have cats living in their home or in close association are more likely to become infected.,1
"This can become a welfare issue for pet rabbits, as some owners feed them mostly with carrots, based on this false perception.",0
"Since they practice rigorous grooming habits and have an instinctual drive to bury and hide their urine and feces, they are generally much less messy than other domesticated animals.",1
Health,0
Birds figure throughout human culture.,0
"Avialae is also occasionally defined as an apomorphy-based clade (that is, one based on physical characteristics).",0
Intersexual aggression and cannibalism,0
Signals must be costly to ensure that only good-quality individuals can present these exaggerated sexual ornaments and behaviours.,0
"The dog's skeleton is well adapted for running; the vertebrae on the neck and back have extensions for powerful back muscles to connect to, the long ribs provide plenty of room for the heart and lungs, and the shoulders are unattached to the skeleton allowing great flexibility.Compared to the dog's wolf-like ancestors, selective breeding since domestication has seen the dog's skeleton greatly enhanced in size for larger types as mastiffs and miniaturised for smaller types such as terriers; dwarfism has been selectively utilised for some types where short legs are advantageous such as dachshunds and corgis.",0
"In conformation shows, also referred to as breed shows, a judge familiar with the specific dog breed evaluates individual purebred dogs for conformity with their established breed type as described in the breed standard.",0
The adult male reproductive system forms the same as most mammals with the seminiferous tubular compartment containing the Sertoli cells and an adluminal compartment that contains the Leydig cells.,0
The scientific name Felis catus was proposed by Carl Linnaeus in 1758 for a domestic cat.,1
"The domestic cat is a member of the Felidae, a family that had a common ancestor about 10 to 15 million years ago.",1
(2015).,0
"However, an earlier definition proposed by Jacques Gauthier gained wide currency in the 21st century, and is used by many scientists including adherents to the PhyloCode.",0
"The average litter size for Syrian hamsters is about seven pups, but can be as great as 24, which is the maximum number of pups that can be contained in the uterus.",0
"The rabbit's nasal cavity lies dorsal to the oral cavity, and the two compartments are separated by the hard and soft palate.",0
"A group of rabbits is known as a colony or nest (or, occasionally, a warren, though this more commonly refers to where the rabbits live).",0
Hamsters were domesticated and kept as pets in the United States at least as early as 1942.,0
"As a domesticated or semi-domesticated animal, the dog is nearly universal among human societies.",0
External links,0
Birds do not have a urinary bladder or external urethral opening and (with exception of the ostrich) uric acid is excreted along with faeces as a semisolid waste.,0
"More recently, the term kit or kitten has been used to refer to a young rabbit.",0
"In particular, leopards are known to have a preference for dogs and have been recorded to kill and consume them, no matter what their size.",0
A hamster show is an event in which people gather hamsters to judge them against each other.,0
"In some species, both parents care for nestlings and fledglings; in others, such care is the responsibility of only one sex.",0
"The majority of contemporary dog owners describe their pet as part of the family, although some ambivalence about the relationship is evident in the popular reconceptualization of the dog-human family as a pack.",0
Rabbits are characterized by shorter ears than hares.,0
"The inner ear has a cochlea, but it is not spiral as in mammals.",0
"Svensson, Lars (2010).",0
Anatomy,0
"Plunge-diving seabirds associate with dolphins and tuna, which push shoaling fish towards the surface.",0
"Sleeping birds often use a type of sleep known as vigilant sleep, where periods of rest are interspersed with quick eye-opening ""peeks"", allowing them to be sensitive to disturbances and enable rapid escape from threats.",0
"However, one 2007 study claimed to demonstrate temperature-dependent sex determination among the Australian brushturkey, for which higher temperatures during incubation resulted in a higher female-to-male sex ratio.",0
"The War of the Pacific, sometimes called the Guano War, was fought in part over the control of guano deposits.Birds have been domesticated by humans both as pets and for practical purposes.",0
Fossil and molecular evidence from the 2010s is providing an increasingly clear picture of the evolution of modern bird orders.,0
"Veins, unlike arteries, are thin and rigid as they do not need to withstand extreme pressure.",0
"Dog – the species (or subspecies) as a whole, also any male member of the same.",0
"Neutering is the sterilization of animals, usually by removing the male's testicles or the female's ovaries and uterus, to eliminate the ability to procreate and reduce sex drive.",0
"These proposals have been adopted by many researchers in the field of palaeontology and bird evolution, though the exact definitions applied have been inconsistent.",0
"Contextual, isotopic, genetic, and morphological evidence shows that this dog was not a local wolf.",0
These species pair for at least the length of the breeding season or—in some cases—for several years or until the death of one mate.,0
Cultural importance,0
"However, it has been disputed that ""trying to achieve status"" is characteristic of dog-human interactions.",0
"Most wild rabbits (especially compared to hares) have relatively full, egg-shaped bodies.",0
"These sophisticated forms of social cognition and communication may account for their trainability, playfulness and ability to fit into human households and social situations, probably also for early human hunter-gatherers.",0
"The domestic cat and its closest wild ancestor are diploid and both possess 38 chromosomes and roughly 20,000 genes.",1
Dam – the female parent of a litter.,0
The cat skull is unusual among mammals in having very large eye sockets and a powerful specialized jaw.,1
Dog behavior is the internally coordinated responses (actions or inactions) of the domestic dog (individuals or groups) to internal and external stimuli.,0
"The coats of domestic dogs are of two varieties: ""double"" being familiar with dogs (as well as wolves) originating from colder climates, made up of a coarse guard hair and a soft down hair, or ""single"", with the topcoat only.",0
The cat secretes and perceives pheromones.,1
They carry food in their spacious cheek pouches to their underground storage chambers.,0
"A wide range of endo- and ectoparasites depend on birds and some parasites that are transmitted from parent to young have co-evolved and show host-specificity.Some nectar-feeding birds are important pollinators, and many frugivores play a key role in seed dispersal.",0
Inbreeding depression,0
Feral cats are generally silent.,1
Folklore,0
"In the United Kingdom, 26% of adults have a cat, with an estimated population of 10.9 million pet cats as of 2020.",1
"It can hear sounds too faint or too high in frequency for human ears, such as those made by small mammals.",1
Easily digestible food is processed in the gastrointestinal tract and expelled as regular feces.,0
Inner ear,0
"""Same-sex courtship activities may involve elaborate displays, synchronized dances, gift-giving ceremonies, or behaviors at specific display areas including bowers, arenas, or leks.""",0
"Nevertheless, 43% of broods produced by incestuously paired females contained extra pair young.Inbreeding depression occurs in the great tit (Parus major) when the offspring produced as a result of a mating between close relatives show reduced fitness.",0
"While some birds are essentially territorial or live in small family groups, other birds may form large flocks.",0
"Embryo survival (that is, hatching success of fertile eggs) was significantly lower for sib-sib mating pairs than for unrelated pairs.Darwin's finch Geospiza scandens experiences inbreeding depression (reduced survival of offspring) and the magnitude of this effect is influenced by environmental conditions such as low food availability.",0
"Pet dogs play an active role in family life; for example, a study of conversations in dog-human families showed how family members use the dog as a resource, talking to the dog, or talking through the dog; to mediate their interactions with each other.",0
Threats and conservation,0
Comparative studies of domestic and wild Syrian hamsters have shown reduced genetic variability in the domestic strain.,0
"In Jerusalem, the hamsters bred very successfully.",0
ISBN 978-1-4863-0030-3.,0
"Rabbits who have bonded will respect each other's smell, which indicates a territorial border.",0
"In the third edition of Mammal Species of the World published in 2005, the mammalogist W. Christopher Wozencraft listed under the wolf Canis lupus its wild subspecies and proposed two additional subspecies, which formed the domestic dog clade: familiaris, as named by Linnaeus in 1758 and, dingo named by Meyer in 1793.",0
"Some basal members of Deinonychosauria, such as Microraptor, have features which may have enabled them to glide or fly.",0
"(This is not the process of the rabbit test, a common way to test for human female pregnancy in the 20th century; the pregnancy test involved dissecting female rabbits after injection with urine to see if their ovaries had enlarged.)",0
"Around 95 million years ago, they evolved a better sense of smell.A third stage of bird evolution starting with Ornithothoraces (the ""bird-chested"" avialans) can be associated with the refining of aerodynamics and flight capabilities, and the loss or co-ossification of several skeletal features.",0
Dwarf hamsters breed all through the year.,0
These contain keratin which makes them rigid so the papillae act like a hairbrush.,1
When kept as house pets the Syrian hamster does not hibernate.,0
"The results provide evidence that keeping pets may have positive effects on human health and behavior and that for guardians of dogs, these effects are relatively long-term.",0
In culture and folklore,0
"Species M. brandti—Turkish hamster, also called Brandt's hamster; Azerbaijani hamster",0
"Some have other adaptations such as allowing their body temperature to rise, saving on moisture loss from evaporative cooling or panting.",0
"Their eyesight leads to them not having a good sense of distance or knowing where they are, but that  does not stop them from climbing in (and sometimes out of) their cages or from being adventurous.",0
They become habituated to a toy they have played with before.,1
"According to recent estimates, modern birds (Neornithes) evolved in the Late Cretaceous and diversified dramatically around the time of the Cretaceous–Paleogene extinction event 66 million years ago, which killed off the pterosaurs and all non-avian dinosaurs.Many social species pass on knowledge across generations, which is considered a form of culture.",0
"Other cultures, such as Polynesia and pre-Columbian Mexico, also consumed dog meat in their history.",0
"The local rabbits' tendency to burrow there would weaken the walls, and their collapse would result in injuries or even death.",0
"The benefits of contact with a dog also include social support, as dogs cannot only provide companionship and social support themselves but also act as facilitators of social interactions between humans.",0
"All hamsters are excellent diggers, constructing burrows with one or more entrances, with galleries connected to chambers for nesting, food storage, and other activities.",0
"The Institute for Bird Populations, California",0
"This disagreement is in part caused by a divergence in the evidence; most molecular dating studies suggests a Cretaceous evolutionary radiation, while fossil evidence points to a Cenozoic radiation (the so-called 'rocks' versus 'clocks' controversy).",0
They develop with puberty.,0
"""Rabbits have been launched into space orbit.",0
Senses,0
"Incubation periods range from 10 days (in woodpeckers, cuckoos and passerine birds) to over 80 days (in albatrosses and kiwis).The diversity of characteristics of birds is great, sometimes even in closely related species.",0
The chick guard stage describes the period of breeding during which one of the adult birds is permanently present at the nest after chicks have hatched.,0
Habitats,1
"The early euornithes also saw the development of many traits associated with modern birds, like strongly keeled breastbones, toothless, beaked portions of their jaws (though most non-avian euornithes retained teeth in other parts of the jaws).",0
Muttonbirding is also popular in Australia and New Zealand.,0
"As a result, present day dogs are the most abundant carnivore species and are dispersed around the world.",0
"Other seabirds disperse after breeding, travelling widely but having no set migration route.",0
"Several human foods and household ingestibles are toxic to dogs, including chocolate solids, causing theobromine poisoning, onions and garlic, causing thiosulphate, sulfoxide or disulfide poisoning, grapes and raisins, macadamia nuts, and xylitol.",0
Mother hamsters can also use their sense of smell to find their own babies and identify which ones are not theirs.,0
"Apart from physical wear and tear, feathers face the onslaught of fungi, ectoparasitic feather mites and bird lice.",0
Pet dog populations grew significantly after World War II as suburbanization increased.,0
"In Europe, where rabbits are farmed on a large scale, they are protected against myxomatosis and calicivirus with a genetically modified virus.",0
"Visual communication among birds may also involve ritualised displays, which have developed from non-signalling actions such as preening, the adjustments of feather position, pecking, or other behaviour.",0
"Rabbits may appear to be crepuscular, but their natural inclination is toward nocturnal activity.",0
They assigned other names to the other groups.,0
"Campbell's dwarf hamsters tend to have four to eight pups in a litter, but can have up to 13.",0
